article.url, issue.year, issue.volume, issue.date.of.publication, issue.pages, article.title, article.abstract, article.doi, article.pages, author1, institution1, author2, institution2, author3, institution3, author4, institution4, author5, institution5, author6, institution6, author7, institution7, author8, institution8, author9, institution9, author10, institution10, article.abstract.views, article.full.text.views
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9623219&amp&fulltextType=RA&amp&fileId=S0043887115000040","2015","67","Wed Apr 01 00:00:00 BST 2015","185-385","Elites and Corruption: A Theory of Endogenous Reform and a Test Using British Data","Eighteenth-century Britain displayed patterns of corruption similar to those of developing countries today. Reforms enacted in the late eighteenth and early nineteenth centuries eliminated many of these patterns. This article develops a theoretical argument that seeks to explain why the British elite enacted anticorruption reforms and provides evidence using a new data set of members of the House of Commons. The author argues that the shock that pushed the British elite from preferring the old corrupt regime to preferring the reformed one was an increase in government spending and a corresponding increase in the costs of tolerating corruption. Features unique to Britain allowed the reformist outcome to emerge and illuminate why such an outcome is difficult to achieve in general.' + '","http://dx.doi.org/10.1017/S0043887115000040","313-352","Mircea Popa","","","","","","","","","","","","","","","","","","","","719","278"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9623215&amp&fulltextType=RA&amp&fileId=S0043887115000015","2015","67","Wed Apr 01 00:00:00 BST 2015","185-385","Ethnic Voting and Accountability in Africa: A Choice Experiment in Uganda","The strong support that African presidents retain among voters of their own ethnicity, despite clear evidence of shirking and corruption, has prompted numerous empirical investigations into whether an incumbent&#39;s ethnicity or performance is more important to African voters. The model of vote choice underlying almost all of these studies is additive and implies that either coethnicity or good performance can increase a candidate&#39;s vote share. However, there is little theoretical justification for such a model. In the dominant theory of ethnic voting in Africa, coethnicity is a signal of better outcomes, indicating that ethnicity and performance are not separate considerations. Using an experiment that is designed to determine how Ugandan voters make choices, the author shows that the effects of coethnicity and good performance interact: neither attribute increases support for a candidate in the absence of the other. Though previous analyses indicate that, all else being equal, voters always prefer coethnics, this study demonstrates that coethnics only have an advantage when they are not shirkers. Additionally, though previous studies indicate that voters always prefer good performers, this analysis shows that voters are indifferent to the performance of non-coethnic candidates. The article provides evidence that this pattern is in fact a result of voters&#39; beliefs that they will only receive future goods from coethnics, making a demonstrated ability to provide such goods relevant for the electability of coethnic candidates, but not for non-coethnics. Since a large number of African voters do not share the ethnicity of their incumbent, this finding has troubling implications for accountability of African leaders.' + '","http://dx.doi.org/10.1017/S0043887115000015","353-385","Elizabeth Carlson","","","","","","","","","","","","","","","","","","","","956","349"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9642074&amp&fulltextType=XX&amp&fileId=S0043887115000076","2015","67","Wed Apr 01 00:00:00 BST 2015","185-385","WPO volume 67 issue 2 Cover and Front matter","","http://dx.doi.org/10.1017/S0043887115000076","f1-f6","","","","","","","","","","","","","","","","","","","","","210","65"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9642076&amp&fulltextType=XX&amp&fileId=S0043887115000088","2015","67","Wed Apr 01 00:00:00 BST 2015","185-385","WPO volume 67 issue 2 Cover and Back matter","","http://dx.doi.org/10.1017/S0043887115000088","b1-b2","","","","","","","","","","","","","","","","","","","","","114","42"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9805027&amp&fulltextType=RA&amp&fileId=S004388711500012X","2015","67","Wed Jul 01 00:00:00 BST 2015","387-612","Trade Competition and American Decolonization","This article proposes a political economy approach to decolonization. Focusing on the industrial organization of agriculture, it argues that competition between colonial and metropolitan producers creates demands for decolonization from within the metropole when colonies have broad export profiles and when export industries are controlled by colonial, as opposed to metropolitan, interests. The author applies this framework to the United States in the early 1900s, showing that different structures of the colonial sugar industries in the Philippines, Hawaii, and Puerto Rico&#8211;diverse exports with dispersed local ownership versus monocrop economies dominated by large US firms&#8211;explain why protectionist continental-agriculture interests agitated so effectively for independence for the Philippines, but not for Hawaii or Puerto Rico. A comparative historical analysis of the three colonial economies and the Philippine independence debates complemented by a statistical analysis of roll call votes in the Hare-Hawes-Cutting Act supports the argument. In providing a new perspective on economic relations in the late-colonial era, the argument highlights issues of trade and empire in US history that span the subfields of American political development, comparative politics, and international political economy.' + '","http://dx.doi.org/10.1017/S004388711500012X","387-422","Thomas B.Pepinsky","This article proposes a political economy approach to decolonization. Focusing on the industrial organization of agriculture, it argues that competition between colonial and metropolitan producers creates demands for decolonization from within the metropole when colonies have broad export profiles and when export industries are controlled by colonial, as opposed to metropolitan, interests. The author applies this framework to the United States in the early 1900s, showing that different structures of the colonial sugar industries in the Philippines, Hawaii, and Puerto Rico&#8211;diverse exports with dispersed local ownership versus monocrop economies dominated by large US firms&#8211;explain why protectionist continental-agriculture interests agitated so effectively for independence for the Philippines, but not for Hawaii or Puerto Rico. A comparative historical analysis of the three colonial economies and the Philippine independence debates complemented by a statistical analysis of roll call votes in the Hare-Hawes-Cutting Act supports the argument. In providing a new perspective on economic relations in the late-colonial era, the argument highlights issues of trade and empire in US history that span the subfields of American political development, comparative politics, and international political economy.","","","","","","","","","","","","","","","","","","","1575","303"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9805043&amp&fulltextType=RA&amp&fileId=S0043887115000118","2015","67","Wed Jul 01 00:00:00 BST 2015","387-612","Terrorism and the Fate of Dictators","The authors study the influence of domestic political dissent and violence on incumbent dictators and their regimes. They argue that elite with an interest in preserving the regime hold dictators accountable when there is a significant increase in terrorism. To pinpoint the accountability of dictators to elite who are strongly invested in the current regime, the authors make a novel theoretical distinction between reshuffling coups that change the leader but leave the regime intact and regime-change coups that completely change the set of elites atop the regime. Using a new data set that distinguishes between these two coup types, the authors provide robust evidence that terrorism is a consistent predictor of reshuffling coups, whereas forms of dissent that require broader public participation and support, such as protests and insurgencies, are associated with regime-change coup attempts. This article is the first to show that incumbent dictators are held accountable for terrorist campaigns that occur on their watch.' + '","http://dx.doi.org/10.1017/S0043887115000118","423-468","DenizAksoy David B.CarterJosephWright","","","","","","","","","","","","","","","","","","","","1209","450"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9805025&amp&fulltextType=RA&amp&fileId=S0043887115000106","2015","67","Wed Jul 01 00:00:00 BST 2015","387-612","Ethnic Inequality and the Dismantling of Democracy: A Global Analysis","Does inequality between ethnic groups destabilize democracies? While the literature largely agrees that inequality harms democracies, previous studies typically focus on the overall level of inequality in a society, leaving unanswered questions about the effect of inequality between ethnic groups. This article fills this gap and argues that inequality between ethnic groups harms the consolidation of democracy but that its effect is strongest when inequality within groups is low. Using group- and country-level data from more than seventy-one democracies and 241 ethnic groups worldwide, the author conducts the first cross-national test to date of the effect of ethnic inequality on transitions away from democracy. Results provide support for the hypothesis: when within-ethnic-group inequality (WGI) is low, between-ethnic-group inequality (BGI) harms democracy, but when WGI is high, BGI has no discernable effect.' + '","http://dx.doi.org/10.1017/S0043887115000106","469-505","ChristianHoule","Does inequality between ethnic groups destabilize democracies? While the literature largely agrees that inequality harms democracies, previous studies typically focus on the overall level of inequality in a society, leaving unanswered questions about the effect of inequality between ethnic groups. This article fills this gap and argues that inequality between ethnic groups harms the consolidation of democracy but that its effect is strongest when inequality within groups is low. Using group- and country-level data from more than seventy-one democracies and 241 ethnic groups worldwide, the author conducts the first cross-national test to date of the effect of ethnic inequality on transitions away from democracy. Results provide support for the hypothesis: when within-ethnic-group inequality (WGI) is low, between-ethnic-group inequality (BGI) harms democracy, but when WGI is high, BGI has no discernable effect.","","","","","","","","","","","","","","","","","","","1379","422"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9805045&amp&fulltextType=RA&amp&fileId=S0043887115000131","2015","67","Wed Jul 01 00:00:00 BST 2015","387-612","Subnationalism and Social Development: A Comparative Analysis of Indian States","The quality of life that a person leads depends critically on where it is led. Even taking into account levels of economic development, the chances of an individual surviving through infancy, growing up literate, or living a healthy, long life vary dramatically across regions of the world, in different countries, and within the same country. What are the causes of such variation in wellbeing? This article points to a factor that has been virtually ignored in the vast scholarship on social welfare and development&#8212;the solidarity that emerges from a sense of shared identity. The argument marks an important departure from the traditional emphasis on the role of class and electoral politics, as well as from the dominant view of the negative implications of identity for welfare. Combining statistical analyses of all Indian states and a comparative historical analysis of two Indian provinces, Kerala and Uttar Pradesh, this article demonstrates how the strength of attachment to the subnational political community&#8212;subnationalism&#8212;can drive a progressive social policy and improve developmental outcomes.' + '","http://dx.doi.org/10.1017/S0043887115000131","506-562","PrernaSingh","The quality of life that a person leads depends critically on where it is led. Even taking into account levels of economic development, the chances of an individual surviving through infancy, growing up literate, or living a healthy, long life vary dramatically across regions of the world, in different countries, and within the same country. What are the causes of such variation in wellbeing? This article points to a factor that has been virtually ignored in the vast scholarship on social welfare and development&#8212;the solidarity that emerges from a sense of shared identity. The argument marks an important departure from the traditional emphasis on the role of class and electoral politics, as well as from the dominant view of the negative implications of identity for welfare. Combining statistical analyses of all Indian states and a comparative historical analysis of two Indian provinces, Kerala and Uttar Pradesh, this article demonstrates how the strength of attachment to the subnational political community&#8212;subnationalism&#8212;can drive a progressive social policy and improve developmental outcomes.","","","","","","","","","","","","","","","","","","","1292","346"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9805041&amp&fulltextType=RV&amp&fileId=S004388711500009X","2015","67","Wed Jul 01 00:00:00 BST 2015","387-612","Neopatrimonialism and the Political Economy of Economic Performance in Africa: Critical Reflections","During the past two decades, neopatrimonialism has become the convenient, all purpose, and ubiquitous moniker for African governance. The school of thought behind this research program, which the author refers to as the neopatrimonialism school, has produced an impressive literature on Africa. Its analysis informs policymakers and its language permeates media reportage on African states. While neopatrimonialism has long been a focus of development studies, in recent times it has assumed politically and economically exigent status. The school identifies causal links between neopatrimonialism and economic performance, and makes predictions drawing from what is referred to as the 'logic of neopatrimonialism.' Neopatrimonialism is said to account for trade policies, hyperinflation, economic stagnation, low investment in infrastructure, urban bias, andultimately, the lack of economic development in Africa. This article examines the empirical basis of predictions and policy prescriptions. It argues that while descriptive of the social practices of the states and individuals that occupy different positions within African societies, the concept of neopatrimonialism has little analytical content and no predictive value with respect to economic policy and performance.' + '","http://dx.doi.org/10.1017/S004388711500009X","563-612","ThandikaMkandawire","During the past two decades, neopatrimonialism has become the convenient, all purpose, and ubiquitous moniker for African governance. The school of thought behind this research program, which the author refers to as the neopatrimonialism school, has produced an impressive literature on Africa. Its analysis informs policymakers and its language permeates media reportage on African states. While neopatrimonialism has long been a focus of development studies, in recent times it has assumed politically and economically exigent status. The school identifies causal links between neopatrimonialism and economic performance, and makes predictions drawing from what is referred to as the logic of neopatrimonialism. Neopatrimonialism is said to account for trade policies, hyperinflation, economic stagnation, low investment in infrastructure, urban bias, andultimately, the lack of economic development in Africa. This article examines the empirical basis of predictions and policy prescriptions. It argues that while descriptive of the social practices of the states and individuals that occupy different positions within African societies, the concept of neopatrimonialism has little analytical content and no predictive value with respect to economic policy and performance.","","","","","","","","","","","","","","","","","","","1704","436"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9805031&amp&fulltextType=XX&amp&fileId=S0043887115000167","2015","67","Wed Jul 01 00:00:00 BST 2015","387-612","WPO volume 67 issue 3 Cover and Front matter","","http://dx.doi.org/10.1017/S0043887115000167","f1-f6","","","","","","","","","","","","","","","","","","","","","92","35"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9805049&amp&fulltextType=XX&amp&fileId=S0043887115000179","2015","67","Wed Jul 01 00:00:00 BST 2015","387-612","WPO volume 67 issue 3 Cover and Back matter","","http://dx.doi.org/10.1017/S0043887115000179","b1-b4","","","","","","","","","","","","","","","","","","","","","98","24"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9966208&amp&fulltextType=RA&amp&fileId=S0043887115000180","2015","67","Thu Oct 01 00:00:00 BST 2015","613-798","Fair is Fair: social Preferences and reciprocity in international Politics","Behavioral economics has shown that people often diverge from classical assumptions about self-interested behavior: they have social preferences and are concerned about issues of fairness and reciprocity. Social psychologists show that these preferences vary across actors, with some displaying more prosocial value orientations than others. Integrating a laboratory bargaining experiment with original archival research on Anglo-French and Franco-German diplomacy during the interwar period, the authors show how fairness and reciprocity matter in social interactions. That prosocials do not exploit their bargaining leverage to the degree that proselfs do helps explain why some pairs of actors are better able to avoid bargaining failure than others. In the face of consistent egoism on the part of negotiating partners, however, prosocials engage in negative reciprocity and adopt the same behaviors as proselfs.","http://dx.doi.org/10.1017/S0043887115000180","613-655","Joshua D.KertzerBrian C.Rathbun","","","","","","","","","","","","","","","","","","","","837","288"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9966211&amp&fulltextType=RA&amp&fileId=S0043887115000209","2015","67","Thu Oct 01 00:00:00 BST 2015","613-798","Attribution And Accountability: Voting for roads in Ghana","Do voters in Africa use elections to hold governments accountable for their performance in office? In contexts of limited information and weak state capacity, it can be difficult for citizens to attribute the provision of public goods and services to political action. As a result, voters often have little information about government performance on which to condition their electoral support. Such contexts are frequently characterized by clientelism or ethnic politics, and there is a widespread impression that African elections are little more than contests in corruption or ethnic mobilization. Using an original panel data set containing electoral returns and detailed information on road conditions throughout Ghana, the author provides robust evidence that when a public good can be attributed to political action, as is the case with roads in Ghana, electoral support is affected by the provision of that good. The author also uses data on a variety of educational inputs to test the claim that votes are conditioned only on attributable outcomes.","http://dx.doi.org/10.1017/S0043887115000209","656-689","RobinHarding","","","","","","","","","","","","","","","","","","","","462","123"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9966225&amp&fulltextType=RA&amp&fileId=S0043887115000210","2015","67","Thu Oct 01 00:00:00 BST 2015","613-798","Elections and Collective Action: Evidence from Changes in Traditional Institutions in Liberia","Numerous recent field and laboratory experiments find that elections cause higher subsequent levels of collective action within groups. This article questions whether effects observed in these novel environments apply when traditional institutions are democratized. The authors test the external validity of the experimental findings by examining the effects of introducing elections in an indigenous institution in Liberia. They use a break in the process of selecting clan chiefs at the end of Liberia&#8217;s civil wars to identify the effects of elections on collective action within communities. Drawing on survey data and outcomes from behavioral games, the authors find that the introduction of elections for clan chiefs has little effect on community-level and national-level political participation but that it increases contentious collective action and lowers levels of contributions to public goods. These findings provide an important counterpoint to the experimental literature, suggesting that elections have less salutary effects on collective action when they replace customary practices.","http://dx.doi.org/10.1017/S0043887115000210","690-725","KateBaldwinEricMvukiyehe","","","","","","","","","","","","","","","","","","","","508","129"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9966222&amp&fulltextType=RA&amp&fileId=S0043887115000192","2015","67","Thu Oct 01 00:00:00 BST 2015","613-798","Democracy, Elite Bias, and Financial Development in Latin America","Does democracy induce financial development? There are good theoretical reasons to believe this to be the case, but the evidence adduced to support this claim has been mixed. In this article, the authors posit that only democracies that appeal to the median voter should experience financial development because those democracies have adopted their own constitution after transition, rather than having inherited one from an authoritarian predecessor. The authors empirically test this theory by focusing attention on Latin America, where there have been several reversals and improvements in financial outcomes and where many countries have cycled between regime types. They find robust support for it across different specifications. While popular democracies tend to reform their financial systems, have greater participation in the banking system, increase the supply of credit and reduce its price, and grow their stock markets, elite-biased democracies do not.","http://dx.doi.org/10.1017/S0043887115000192","726-759","VictorMenaldoDanielYoo","","","","","","","","","","","","","","","","","","","","564","162"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9966214&amp&fulltextType=RA&amp&fileId=S0043887115000222","2015","67","Thu Oct 01 00:00:00 BST 2015","613-798","The Effects of Weather-Induced Migration on Sons of the Soil Riots in India","Migration is thought to cause sons of the soil conflict, particularly if natives tend to be unemployed. Using data from India, the authors investigate the causal effect of domestic migration on riots by instrumenting for migration using weather shocks in migrants&#8217; places of origin. They find a direct effect of migration on riots, but do not find that this effect is larger in places with more native unemployment. They argue and find evidence that migration is less likely to cause rioting where the host population is politically aligned with the central government. Politically privileged host populations can appease nativists and reduce migration through means that are less costly than rioting. Without these political resources, hosts resort to violence. Beyond furthering the sons of the soil literature, the authors detail a political mechanism linking natural disasters and, possibly, climate change and environmental degradation to riots, and demonstrate a widely applicable strategy for recovering the causal effect of migration on violence.","http://dx.doi.org/10.1017/S0043887115000222","760-794","Rikhil R.BhavnaniBethanyLacina","","","","","","","","","","","","","","","","","","","","502","110"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9966228&amp&fulltextType=XX&amp&fileId=S0043887115000234","2015","67","Thu Oct 01 00:00:00 BST 2015","613-798","Party Systems and Government Stability in Central and Eastern Europe - CORRIGENDUM","","http://dx.doi.org/10.1017/S0043887115000234","795-795","","","","","","","","","","","","","","","","","","","","","249","62"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9966217&amp&fulltextType=XX&amp&fileId=S004388711500026X","2015","67","Thu Oct 01 00:00:00 BST 2015","613-798","Index to Volume 67","","http://dx.doi.org/10.1017/S004388711500026X","796-798","","","","","","","","","","","","","","","","","","","","","65","12"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9966231&amp&fulltextType=XX&amp&fileId=S0043887115000283","2015","67","Thu Oct 01 00:00:00 BST 2015","613-798","WPO volume 67 issue 4 Cover and Front matter","","http://dx.doi.org/10.1017/S0043887115000283","f1-f12","","","","","","","","","","","","","","","","","","","","","23","16"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9966219&amp&fulltextType=XX&amp&fileId=S0043887115000295","2015","67","Thu Oct 01 00:00:00 BST 2015","613-798","WPO volume 67 issue 4 Cover and Back matter","","http://dx.doi.org/10.1017/S0043887115000295","b1-b6","","","","","","","","","","","","","","","","","","","","","25","11"
