article.url, issue.year, issue.volume, issue.date.of.publication, issue.pages, article.title, article.abstract, article.doi, article.pages, author1, institution1, author2, institution2, author3, institution3, author4, institution4, author5, institution5, author6, institution6, author7, institution7, author8, institution8, author9, institution9, author10, institution10, article.abstract.views, article.full.text.views
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586549&amp&fulltextType=BR&amp&fileId=S153759271400320X","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Response to Dipali Mukhopadhyay’s review of Networks of Domination: The Social Foundations of Peripheral Conquest in International Politics","","http://dx.doi.org/10.1017/S153759271400320X","145-146","Paul K. MacDonald","","","","","","","","","","","","","","","","","","","","236","39"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586543&amp&fulltextType=BR&amp&fileId=S1537592714003193","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Warlords, Strongman Governors, and the State in Afghanistan. By Dipali Mukhopadhyay. New York: Cambridge University Press, 2014. 388p. $99.00.","","http://dx.doi.org/10.1017/S1537592714003193","146-148","Paul K. MacDonald","Wellesley College","","","","","","","","","","","","","","","","","","","337","60"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586555&amp&fulltextType=BR&amp&fileId=S1537592714003211","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Response to Paul K. MacDonald’s review of Warlords, Strongman Governers, and the State in Afghanistan","","http://dx.doi.org/10.1017/S1537592714003211","148-148","Dipali Mukhopadhy","","","","","","","","","","","","","","","","","","","","200","28"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586561&amp&fulltextType=BR&amp&fileId=S1537592714003223","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Symbols of Defeat in the Construction of National Identity. By Steven J. Mock. New York: Cambridge University Press, 2012. 297p. $29.99 paper.","","http://dx.doi.org/10.1017/S1537592714003223","149-151","Bernard Yack","Brandeis University","","","","","","","","","","","","","","","","","","","330","58"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586576&amp&fulltextType=BR&amp&fileId=S1537592714003247","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Response to Bernard Yack’s review of Symbols of Defeat in the Construction of National Identity","","http://dx.doi.org/10.1017/S1537592714003247","151-151","Steven J. Mock","","","","","","","","","","","","","","","","","","","","259","32"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586530&amp&fulltextType=BR&amp&fileId=S1537592714003235","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Nationalism and the Moral Psychology of Community. By Bernard Yack. Chicago: University of Chicago Press, 2012. 344p. $75.00","","http://dx.doi.org/10.1017/S1537592714003235","151-153","Steven J. Mock","Balsillie School of International Affairs","","","","","","","","","","","","","","","","","","","307","34"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586582&amp&fulltextType=BR&amp&fileId=S1537592714003259","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Response to Steven J. Mock’s review of Nationalism and the Moral Psychology of Community","","http://dx.doi.org/10.1017/S1537592714003259","153-154","Bernard Yack","","","","","","","","","","","","","","","","","","","","198","24"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586588&amp&fulltextType=BR&amp&fileId=S1537592714003260","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","What Unions No Longer Do. By Jake Rosenfeld. Cambridge, MA: Harvard University Press, 2014. 279p. $39.95.","","http://dx.doi.org/10.1017/S1537592714003260","155-156","Kathleen Thelen","Massachusetts Institute of Technology","","","","","","","","","","","","","","","","","","","484","94"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586613&amp&fulltextType=BR&amp&fileId=S1537592714003284","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Response to Kathleen Thelen’s review of What Unions No Longer Do","","http://dx.doi.org/10.1017/S1537592714003284","156-157","Jake Rosenfeld","","","","","","","","","","","","","","","","","","","","211","45"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586567&amp&fulltextType=BR&amp&fileId=S1537592714003272","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Varieties of Liberalization and the New Politics of Social Solidarity. By Kathleen Thelen. New York: Cambridge University Press, 2014. 250p. $60.00 cloth, $22.99 paper.","","http://dx.doi.org/10.1017/S1537592714003272","157-158","Jake Rosenfeld","University of Washington","","","","","","","","","","","","","","","","","","","260","73"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586619&amp&fulltextType=BR&amp&fileId=S1537592714003296","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Response to Jake Rosenfeld’s review of Varieties of Liberalization and the New Politics of Social Solidarity","","http://dx.doi.org/10.1017/S1537592714003296","158-158","Kathleen Thelen","","","","","","","","","","","","","","","","","","","","266","71"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586594&amp&fulltextType=BR&amp&fileId=S1537592714003302","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Tocqueville’s Nightmare: The Administrative State Emerges in America, 1900–1940. By Daniel R. Ernst. New York: Oxford University Press, 2014. 240p. $39.95.","","http://dx.doi.org/10.1017/S1537592714003302","159-160","Daniel Carpenter","Harvard University","","","","","","","","","","","","","","","","","","","261","66"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586600&amp&fulltextType=BR&amp&fileId=S1537592714003314","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Social Resilience in the Neoliberal Era. Edited by Peter A. Hall and Michèle Lamont. Cambridge: Cambridge University Press, 2013. 416p. $99.00 cloth, $34.99 paper.","","http://dx.doi.org/10.1017/S1537592714003314","160-161","David Bailey","University of Birmingham","","","","","","","","","","","","","","","","","","","233","56"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586606&amp&fulltextType=BR&amp&fileId=S1537592714003326","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Identity, Citizenship, and Political Conflict in Africa. By Edmond J. Keller. Bloomington: Indiana University Press, 2014. 222p. $70.00 cloth, $21.99 paper.","","http://dx.doi.org/10.1017/S1537592714003326","161-162","Pierre Englebert","Pomona College","","","","","","","","","","","","","","","","","","","191","48"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586625&amp&fulltextType=BR&amp&fileId=S1537592714003338","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Framed: America’s 51 Constitutions and the Crisis of Governance. By Sanford Levinson. New York: Oxford University Press, 2012. 437p. $29.95.","","http://dx.doi.org/10.1017/S1537592714003338","162-164","John E. Finn","Wesleyan University","","","","","","","","","","","","","","","","","","","296","42"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586631&amp&fulltextType=BR&amp&fileId=S153759271400334X","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Law’s Fragile State: Colonial, Authoritarian, and Humanitarian Legacies in Sudan. By Mark Fathi Massoud. New York: Cambridge University Press, 2013. 304p. $109.99 cloth, $34.99 paper.","","http://dx.doi.org/10.1017/S153759271400334X","164-166","Adam Branch","San Diego State University","","","","","","","","","","","","","","","","","","","120","26"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586652&amp&fulltextType=BR&amp&fileId=S1537592714003351","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Medicaid Politics: Federalism, Policy Durability and Health Reform. By Frank J. Thompson. Washington, D.C.: Georgetown University Press, 2012. 288p. $34.95.","","http://dx.doi.org/10.1017/S1537592714003351","166-167","Laura Katz Olson","Lehigh University","","","","","","","","","","","","","","","","","","","252","30"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586658&amp&fulltextType=BR&amp&fileId=S1537592714003363","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","The Power and the People: Paths of Resistance in the Middle East. By Charles Tripp. New York: Cambridge University Press, 2013. 407p. $80.00 cloth, $27.99 paper.","","http://dx.doi.org/10.1017/S1537592714003363","167-168","Lina Khatib","Carnegie Middle East Center","","","","","","","","","","","","","","","","","","","151","39"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586637&amp&fulltextType=BR&amp&fileId=S1537592714003375","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Everyday Law on the Street: City Governance in an Age of Diversity. By Mariana Valverde. Chicago: Chicago University Press, 2012. 272p. $85.00 cloth, $27.50 paper.","","http://dx.doi.org/10.1017/S1537592714003375","168-170","Jeannine Bell","Indiana University","","","","","","","","","","","","","","","","","","","180","28"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586664&amp&fulltextType=BR&amp&fileId=S1537592714003387","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Sovereignty and Its Other: Toward the Dejustification of Violence. By Dimitris Vardoukalis. New York: Fordham University Press, 2013. 272p. $90.00 cloth, $26.00 paper.","","http://dx.doi.org/10.1017/S1537592714003387","170-171","Alexander D. Barder","Florida International University","","","","","","","","","","","","","","","","","","","153","27"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586643&amp&fulltextType=BR&amp&fileId=S1537592714003399","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Institutional Diversity and Political Economy: The Ostroms and Beyond. By Paul Dragos Aligica. New York: Oxford University Press, 2013, 256p. $81.56.","","http://dx.doi.org/10.1017/S1537592714003399","171-172","Scott Page","University of Michigan, Ann Arbor","","","","","","","","","","","","","","","","","","","178","41"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9586670&amp&fulltextType=BR&amp&fileId=S1537592714003405","2015","13","Sun Mar 01 00:00:00 GMT 2015","1-267","Campaigning for Justice. By Jo Becker. Stanford: Stanford University Press, 2013. 309p. $85.00.","","http://dx.doi.org/10.1017/S1537592714003405","172-174","Charli Carpenter","University of Massachusetts&#8211;Amherst","","","","","","","","","","","","","","","","","","","159","35"
