article.url, issue.year, issue.volume, issue.date.of.publication, issue.pages, article.title, article.abstract, article.doi, article.pages, author1, institution1, author2, institution2, author3, institution3, author4, institution4, author5, institution5, author6, institution6, author7, institution7, author8, institution8, author9, institution9, author10, institution10, article.abstract.views, article.full.text.views
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9584584&amp&fulltextType=RA&amp&fileId=S0007123413000288","2015","45","Wed Apr 01 00:00:00 BST 2015","235-466","Who Caucuses? An Experimental Approach to Institutional Design and Electoral Participation","During the 2008 presidential campaign, the question of mass participation in primaries and caucuses became unusually salient, with a close Democratic race calling special attention to these often overlooked procedural elements of America&#39;s democratic system. This study adds a new element to scholarship on institutional design and citizen participation by way of a survey-based experiment conducted in the midst of the 2008 campaign. The results show that institutional choices are not neutral. Nominating candidates through caucuses rather than primaries not only reduces the number of participants, but also significantly affects the ideological composition of the electorate. Caucuses produce a more ideologically consistent electorate than do primaries, because policy centrists appear to avoid caucuses. This experimental finding is strongly buttressed by the observational data on Obama and Clinton voters.' + '","http://dx.doi.org/10.1017/S0007123413000288","329-351","Christopher F. KarpowitzJeremy C. Pope","","","","","","","","","","","","","","","","","","","","1620","447"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9584605&amp&fulltextType=RA&amp&fileId=S0007123413000422","2015","45","Wed Apr 01 00:00:00 BST 2015","235-466","Compensation or Constraint? How Different Dimensions of Economic Globalization Affect Government Spending and Electoral Turnout","This article extends theoretical arguments regarding the impact of economic globalization on policy making to electoral turnout and considers how distinct dimensions of globalization may produce different effects. It theorizes that constraints on government policy that reduce incentives to vote are more likely to be induced by foreign ownership of capital, while compensation through increased government spending is more likely (if at all) to be the product of structural shifts in production associated with international trade. Using data from twenty-three OECD countries from 1970&#8211;2007, the study finds strong support for the ownership-constraint hypothesis in which foreign ownership reduces turnout, both directly and &#8211; in strict opposition to the compensation hypothesis &#8211; indirectly by reducing government spending (and thus the importance of politics). The results suggest that increased foreign ownership, especially the most mobile capital flows, can explain up to two-thirds of the large declines in turnout over recent decades.' + '","http://dx.doi.org/10.1017/S0007123413000422","353-389","John MarshallStephen D. Fisher","","","","","","","","","","","","","","","","","","","","1829","773"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9584599&amp&fulltextType=RA&amp&fileId=S0007123413000343","2015","45","Wed Apr 01 00:00:00 BST 2015","235-466","An ‘A’ for Effort: Experimental Evidence on UN Security Council Engagement and Support for US Military Action in Japan","Existing research emphasizes how United Nations Security Council (UNSC) approval helps convey information to domestic audiences that military action is conducted with good intentions, for desirable consequences and in a legitimate manner. This information transmission mechanism can also increase support for UNSC-endorsed military action in countries unlikely to provide major contributions to military actions. There is some cross-national evidence supporting the information transmission mechanism in the United States. Examining the causal mechanisms underlying foreign public support for US military action through a survey experiment with approximately 2,000 respondents in Japan shows that foreign public support varies depending on whether the military action has UNSC approval. The process of presenting draft resolutions to the UNSC also affects public support.' + '","http://dx.doi.org/10.1017/S0007123413000343","391-410","Atsushi TagoMaki Ikeda","","","","","","","","","","","","","","","","","","","","1611","569"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9584616&amp&fulltextType=RA&amp&fileId=S0007123413000367","2015","45","Wed Apr 01 00:00:00 BST 2015","235-466","When is Good News About Pro-Co-operation Lobbies Good News About Co-operation?","Lobbies are active participants in international co-operation. In a repeated game, this article allows domestic lobbies to offer contingent rewards to influence their government to make pro-co-operation policy adjustments. The effect of lobbies depends on the type and intensity of their preferences. If the lobbies are &#8216;internationally benefiting&#8217; &#8211; that is, they are interested in whether the foreign government reciprocates with adjustments of its own, they unambiguously improve co-operation. However, if the lobbies are &#8216;domestically benefiting&#8217; &#8211; that is, they are interested in their own government&#39;s policy, they are less beneficial for co-operation. A domestically benefiting lobby that is willing to compensate its government even without foreign reciprocity undermines the credibility of punishing free riders. This article demonstrates this argument in the context of trade and environmental co-operation.' + '","http://dx.doi.org/10.1017/S0007123413000367","411-433","Stephen ChaudoinJohannes Urpelainen","","","","","","","","","","","","","","","","","","","","801","281"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9584628&amp&fulltextType=RA&amp&fileId=S0007123413000458","2015","45","Wed Apr 01 00:00:00 BST 2015","235-466","Scandal Potential: How Political Context and News Congestion Affect the President&#39;s Vulnerability to Media Scandal","Despite its importance in contemporary American politics, presidential scandal is poorly understood within political science. Scholars typically interpret scandals as resulting from the disclosure of official misbehavior, but the likelihood and intensity of media scandals is also influenced by the political and news context. This article provides a theoretical argument for two independent factors that should increase the president&#39;s vulnerability to scandal: low approval among opposition party identifiers and a lack of congestion in the news agenda. Using new data and statistical approaches, I find strong support for both claims. These results suggest that contextual factors shape the occurrence of political events and how such events are interpreted.' + '","http://dx.doi.org/10.1017/S0007123413000458","435-466","Brendan Nyhan","","","","","","","","","","","","","","","","","","","","3307","520"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9584634&amp&fulltextType=XX&amp&fileId=S0007123415000071","2015","45","Wed Apr 01 00:00:00 BST 2015","235-466","JPS volume 45 issue 2 Cover and Front matter","","http://dx.doi.org/10.1017/S0007123415000071","f1-f2","","","","","","","","","","","","","","","","","","","","","286","120"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9584657&amp&fulltextType=XX&amp&fileId=S0007123415000083","2015","45","Wed Apr 01 00:00:00 BST 2015","235-466","JPS volume 45 issue 2 Cover and Back matter","","http://dx.doi.org/10.1017/S0007123415000083","b1-b2","","","","","","","","","","","","","","","","","","","","","588","353"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9810877&amp&fulltextType=RA&amp&fileId=S000712341400043X","2015","45","Wed Jul 01 00:00:00 BST 2015","467-703","‘It Isn’t What We Don’t Know that Gives Us Trouble, It’s What We Know that Ain’t So’: Misinformation and Democratic Politics","This article explores the dangers to the quality of democratic governance of those who are informed but disengaged and, especially, those who are engaged but use false &#8216;knowledge&#8217;. Poll data show the extent of Americans&#8217; misinformation about, or disengagement with, climate change. The main responsibility for these problems lies with politicians, who have partisan incentives to help the disengaged become active, but also partisan incentives to keep the misinformed politically involved. Activity in accord with false &#8216;knowledge&#8217; can slow needed responses to global warming and lead to concrete harm to individuals, communities and nations.' + '","http://dx.doi.org/10.1017/S000712341400043X","467-475","JenniferHochschildKatherine LevineEinstein","","","","","","","","","","","","","","","","","","","","2006","660"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9810826&amp&fulltextType=RA&amp&fileId=S0007123413000380","2015","45","Wed Jul 01 00:00:00 BST 2015","467-703","Legislative Activity and Gridlock in the European Union","This article develops a game-theoretical model of European Union (EU) policy making that suggests that the amount of legislative activity depends on the size of the gridlock interval. This is consistent with Krehbiel&#39;s study of US politics. This interval depends on two factors: (1) the preference configuration of the political actors and (2) the legislative procedures used in a particular period. Actors&#8217; preferences and procedures are not expected to have any effect beyond their impact on the gridlock interval. The study predicts smaller gridlock intervals, and thus more legislative activity, under the co-decision (consultation) procedure when the pivotal member states and the European Parliament (Commission) are closer to each other. More activity is expected under qualified majority voting in the Council than under unanimity. The results find support for these propositions in an empirical analysis of EU legislative activity between 1979 and 2009.' + '","http://dx.doi.org/10.1017/S0007123413000380","477-499","ChristopheCrombezSimonHix","","","","","","","","","","","","","","","","","","","","2256","524"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9810838&amp&fulltextType=RA&amp&fileId=S0007123413000446","2015","45","Wed Jul 01 00:00:00 BST 2015","467-703","Democratic Pieces: Autocratic Elections and Democratic Development since 1815","This article overviews the history of autocratic elections since 1815 and then tests how a country&#39;s experience with autocratic elections influences both democratization and democratic survival. To comprehensively capture this history, the study employs original measures of Robert Dahl&#39;s electoral dimensions of contestation and participation. First, it shows that autocratic elections have been common for centuries, but that their character has changed dramatically over time. Whereas high contestation almost always preceded high participation prior to 1940, the opposite occurs in modern regimes. Secondly, it demonstrates that a country&#39;s history of contestation predicts both democratization and democratic survival, whereas participation is positive for survival but generally negative for democratization. Thus, democracies are more likely to survive if they experience autocratic elections prior to democratizing, which has implications for democracy promotion and future political development.' + '","http://dx.doi.org/10.1017/S0007123413000446","501-530","Michael K.Miller","This article overviews the history of autocratic elections since 1815 and then tests how a country's experience with autocratic elections influences both democratization and democratic survival. To comprehensively capture this history, the study employs original measures of Robert Dahl's electoral dimensions of contestation and participation. First, it shows that autocratic elections have been common for centuries, but that their character has changed dramatically over time. Whereas high contestation almost always preceded high participation prior to 1940, the opposite occurs in modern regimes. Secondly, it demonstrates that a country's history of contestation predicts both democratization and democratic survival, whereas participation is positive for survival but generally negative for democratization. Thus, democracies are more likely to survive if they experience autocratic elections prior to democratizing, which has implications for democracy promotion and future political development.","","","","","","","","","","","","","","","","","","","1952","384"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9810844&amp&fulltextType=RA&amp&fileId=S0007123413000483","2015","45","Wed Jul 01 00:00:00 BST 2015","467-703","The Upside of Accents: Language, Inter-group Difference, and Attitudes toward Immigration","Many developed democracies are experiencing high immigration, and public attitudes likely shape their policy responses. Prior studies of ethnocentrism and stereotyping make divergent predictions about anti-immigration attitudes. Some contend that culturally distinctive immigrants consistently generate increased opposition; others predict that natives&#8217; reactions depend on the particular cultural distinction and associated stereotypes. This article tests these hypotheses using realistic, video-based experiments with representative American samples. The results refute the expectation that more culturally distinctive immigrants necessarily induce anti-immigration views: exposure to Latino immigrants with darker skin tones or who speak Spanish does not increase restrictionist attitudes. Instead, the impact of out-group cues hinges on their content and related norms, as immigrants who speak accented English seem to counteract negative stereotypes related to immigrant assimilation.' + '","http://dx.doi.org/10.1017/S0007123413000483","531-557","Daniel J.Hopkins","Many developed democracies are experiencing high immigration, and public attitudes likely shape their policy responses. Prior studies of ethnocentrism and stereotyping make divergent predictions about anti-immigration attitudes. Some contend that culturally distinctive immigrants consistently generate increased opposition; others predict that natives&#8217; reactions depend on the particular cultural distinction and associated stereotypes. This article tests these hypotheses using realistic, video-based experiments with representative American samples. The results refute the expectation that more culturally distinctive immigrants necessarily induce anti-immigration views: exposure to Latino immigrants with darker skin tones or who speak Spanish does not increase restrictionist attitudes. Instead, the impact of out-group cues hinges on their content and related norms, as immigrants who speak accented English seem to counteract negative stereotypes related to immigrant assimilation.","","","","","","","","","","","","","","","","","","","2009","563"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9810850&amp&fulltextType=RA&amp&fileId=S0007123413000495","2015","45","Wed Jul 01 00:00:00 BST 2015","467-703","All Policies Are Glocal: International Environmental Policy Making with Strategic Subnational Governments","National governments have intensified their attempts to create international institutions in various policy fields such as the environment, finance and trade. At the same time, many subnational policy makers have begun to duplicate international efforts by setting their own, stricter policies while others remain inactive or enact more lax regulation. This &#8216;glocalization&#8217; of policy creates a complex and potentially costly patchwork system of regulations. To shed light on this phenomenon, this article analyzes the interaction between subnational and national governments within a game-theoretic model of international treaty negotiations. The glocalization of regulatory policy can be understood as an attempt by subnational policy makers to strategically constrain or empower national governments in international negotiations. The study finds that the shadow of international treaty formation gives rise to within-country and cross-country policy balancing dynamics that may explain some of the subnational policy polarization that is currently observable in many countries. The article specifies the conditions under which these dynamics occur, spells out empirically testable hypotheses and identifies possible theoretical extensions.' + '","http://dx.doi.org/10.1017/S0007123413000495","559-582","Michael M.BechtelJohannesUrpelainen","","","","","","","","","","","","","","","","","","","","1054","505"
"http://journals.cambridge.org/action/displayAbstract?fromPage=online&amp&aid=9810832&amp&fulltextType=RA&amp&fileId=S0007123413000410","2015","45","Wed Jul 01 00:00:00 BST 2015","467-703","Easing the Heavy Hand: Humanitarian Concern, Empathy, and Opinion on Immigration","The bulk of the public opinion research on immigration identifies the factors leading to opposition to immigration. In contrast, we focus on a previously unexplored factor yielding support for immigration: humanitarianism. Relying upon secondary analysis of national public opinion survey data and an original survey experiment, we demonstrate that humanitarian concern significantly decreases support for restrictive immigration policy. Results from our survey experiment demonstrate that in an information environment evoking both threat and countervailing humanitarian concern regarding immigration, the latter can and does override the former. Last, our results point to the importance of individual differences in empathy in moderating the effects of both threat and humanitarian inducements.' + '","http://dx.doi.org/10.1017/S0007123413000410","583-607","Benjamin J.Newman Todd K.Hartman Patrick L.LownStanleyFeldman","","","","","","","","","","","","","","","","","","","","1818","512"
